,Policy No,Count_Policy
123283,80124937,
123284,80124939,
123285,80130474,
123286,80130913,
123287,80124538,
123288,80127404,
123289,80127405,
123290,80131419,
123291,80132547,1.0
123292,80122666,
123293,80121207,
123294,80121337,
123295,80123840,
123296,80121248,
123297,80120740,
123298,80120741,
123299,80122535,
123300,80122537,
123301,80124766,
123302,80125168,
123303,80128146,
123304,80128274,
123305,80132293,1.0
123306,80123343,
123307,80123346,
123308,80124070,
123309,80126958,
123310,80130747,
123311,80132580,1.0
123312,80122685,
123313,80122767,
123314,80126069,
123315,80126109,
123316,80127669,
123317,80127670,
123318,80121832,
123319,80123680,
123320,80126817,
123321,80120707,
123322,80121998,
123323,80122711,
123324,80125174,
123325,80127332,
123326,80131317,
123327,80120673,
123328,80120675,
123329,80120678,
123330,80120854,
123331,80129477,
123332,80123000,
123333,80123310,
123334,80120648,
123335,80123398,
123336,80125996,
123337,80121478,
123338,80121507,
123339,80121513,
123340,80120687,
123341,80123678,
123342,80121527,
123343,80120735,
123344,80128317,
123345,80121464,
123346,80122565,
123347,80124662,
123348,80128431,
123349,80128452,
123350,80128568,
123351,80121855,
123352,80126245,
123353,80127779,
123354,80122835,
123355,80124445,
123356,80131410,
123357,80122740,
123358,80124786,
123359,80124787,
123360,80124797,
123361,80124808,
123362,80125282,
123363,80125389,
123364,80126474,
123365,80126519,
123366,80126520,
123367,80126711,
123368,80120938,
123369,80120978,
123370,80121687,
123371,80122440,
123372,80126216,
123373,80129850,
123374,80126970,
123375,80130784,
123376,80132672,1.0
123377,80126272,
123378,80126969,
123379,80128746,
123380,80126459,
123381,80120821,
123382,80130959,
123383,80122299,
123384,80126456,
123385,80121266,
123386,80123139,
123387,80124956,
123388,80124958,
123389,80127820,
123390,80121435,
123391,80121436,
123392,80123167,
123393,80123244,
123394,80124962,
123395,80124965,
123396,80127795,
123397,80127823,
123398,80131140,
123399,80121260,
123400,80123165,
123401,80124966,
123402,80125165,
123403,80127796,
123404,80120556,
123405,80121895,
123406,80121137,
123407,80123127,
123408,80122069,
123409,80123750,
123410,80123758,
123411,80121529,
123412,80124309,
123413,80130587,
123414,80121770,
123415,80121653,
123416,80121652,
123417,80121882,
123418,80123152,
123419,80123549,
123420,80125135,
123421,80125497,
123422,80127193,
123423,80123576,
123424,80121932,
123425,80121781,
123426,80124947,
123427,80123282,
123428,80121424,
123429,80121403,
123430,80132931,1.0
123431,80127117,
123432,80122080,
123433,80120875,
123434,80121617,
123435,80132176,1.0
123436,80124630,
123437,80123786,
123438,80121119,
123439,80126263,
123440,80132209,1.0
123441,80127055,
123442,80120864,
123443,80121593,
123444,80124624,
123445,80121772,
123446,80127564,
123447,80128253,
123448,80121646,
123449,80120801,
123450,80120745,
123451,80123291,
123452,80123604,
123453,80121103,
123454,80122351,
123455,80122696,
123456,80127480,
123457,80120916,
123458,80122993,
123459,80122523,
123460,80129463,
123461,80132896,1.0
123462,80127028,
123463,80126240,
123464,80131896,1.0
123465,80126806,
123466,80130856,
123467,80126838,
123468,80130186,
123469,80132883,1.0
123470,80121619,
123471,80124423,
123472,80124483,
123473,80121946,
123474,80123179,
123475,80124439,
123476,80121821,
123477,80121890,
123478,80121819,
123479,80127356,
123480,80121906,
123481,80127351,
123482,80124084,
123483,80121379,
123484,80124165,
123485,80127421,
123486,80131016,
123487,80123097,
123488,80123120,
123489,80123132,
123490,80123472,
123491,80123851,
123492,80127232,
123493,80128125,-1.0
123494,80128771,
123495,80128773,
123496,80129076,
123497,80123475,
123498,80123876,
123499,80125198,
123500,80127077,
123501,80127439,
123502,80127444,
123503,80131221,
123504,80131279,
123505,80131350,
123506,80127313,
123507,80127385,
123508,80121068,
123509,80124446,
123510,80120911,
123511,80130646,
123512,80131520,1.0
123513,80124349,
123514,80124366,
123515,80120923,
123516,80121496,
123517,80121715,
123518,80122314,
123519,80122320,
123520,80125230,
123521,80126494,
123522,80130233,
123523,80123085,
123524,80132786,1.0
123525,80121034,
123526,80121365,
123527,80122296,
123528,80122590,
123529,80124149,
123530,80124891,
123531,80126079,
123532,80127088,
123533,80130354,
123534,80131121,
123535,80122779,
123536,80122865,
123537,80126159,
123538,80121429,
123539,80122450,
123540,80121601,
123541,80121776,
123542,80127419,
123543,80121679,
123544,80124636,
123545,80128294,
123546,80121061,
123547,80121476,
123548,80130914,
123549,80128949,
123550,80121860,
123551,80123755,
123552,80123762,
123553,80127024,
123554,80130842,
123555,80124589,
123556,80121542,
123557,80123537,
123558,80124625,
123559,80131406,
123560,80131407,
123561,80123401,
123562,80123618,
123563,80124079,
123564,80127389,
123565,80130698,
123566,80122104,
123567,80120888,
123568,80122480,
123569,80122482,
123570,80122761,
123571,80122762,
123572,80122772,
123573,80122774,
123574,80123462,
123575,80125414,
123576,80125419,
123577,80125427,
123578,80126188,
123579,80126236,
123580,80129792,
123581,80122442,
123582,80122446,
123583,80126217,
123584,80126253,
123585,80129460,
123586,80129465,
123587,80132342,1.0
123588,80132343,
123589,80132453,1.0
123590,80132968,1.0
123591,80125742,
123592,80125216,
123593,80127744,
123594,80121785,
123595,80121794,
123596,80124459,
123597,80124471,
123598,80127298,
123599,80129425,
123600,80129440,0.0
123601,80129442,
123602,80129698,
123603,80132924,1.0
123604,80126779,
123605,80127027,
123606,80122234,
123607,80122428,
123608,80122707,
123609,80124889,
123610,80122306,
123611,80122341,
123612,80122315,
123613,80125483,
123614,80128131,
123615,80123833,
123616,80124537,
123617,80124541,
123618,80127339,
123619,80131267,
123620,80124540,
123621,80127253,
123622,80131260,
123623,80122174,
123624,80126971,
123625,80129724,
123626,80132425,1.0
123627,80132432,1.0
123628,80121180,
123629,80121159,
123630,80127842,
123631,80121188,
123632,80128675,
123633,80127318,
123634,80129567,
123635,80126821,
123636,80128487,
123637,80128494,
123638,80123608,
123639,80121477,
123640,80121413,
123641,80123625,
123642,80125678,
123643,80126386,
123644,80121748,
123645,80121418,
123646,80126693,
123647,80122013,
123648,80122082,
123649,80124532,
123650,80124539,
123651,80130970,
123652,80130978,
123653,80130981,
123654,80131254,
123655,80131255,
123656,80131263,
123657,80133014,1.0
123658,80128441,
123659,80128500,
123660,80122377,
123661,80121493,
123662,80122594,
123663,80123912,
123664,80131966,1.0
123665,80121834,
123666,80122262,
123667,80126016,
123668,80132678,1.0
123669,80126020,
123670,80126462,
123671,80129821,
123672,80129952,
123673,80130652,
123674,80130801,
123675,80123177,
123676,80123848,
123677,80124357,
123678,80126522,-1.0
123679,80127242,-1.0
123680,80121983,
123681,80122008,
123682,80124345,
123683,80121925,
123684,80124524,
123685,80127229,
123686,80121694,
123687,80124562,
123688,80121742,
123689,80124237,
123690,80124271,
123691,80124308,
123692,80125586,
123693,80125591,
123694,80125594,
123695,80125596,
123696,80125601,
123697,80125602,
123698,80125607,
123699,80125614,
123700,80125615,
123701,80125616,
123702,80125619,
123703,80125625,
123704,80125630,
123705,80125631,
123706,80125632,
123707,80125640,
123708,80125662,
123709,80128071,
123710,80128076,
123711,80128077,
123712,80128079,
123713,80128080,
123714,80128083,
123715,80128084,
123716,80128087,
123717,80128088,
123718,80128099,
123719,80122263,
123720,80132600,1.0
123721,80122645,
123722,80127487,
123723,80121519,
123724,80122304,
123725,80122309,
123726,80126769,
123727,80132874,1.0
123728,80126922,
123729,80127113,
123730,80129367,
123731,80129755,
123732,80122039,
123733,80122060,
123734,80124383,
123735,80122032,
123736,80122071,
123737,80122016,
123738,80122065,
123739,80128225,
123740,80124435,
123741,80124492,
123742,80122284,
123743,80122322,
123744,80121610,
123745,80127122,
123746,80127219,
123747,80130623,
123748,80131033,
123749,80124094,
123750,80127002,
123751,80127013,
123752,80125297,
123753,80121704,
123754,80121907,
123755,80122298,
123756,80123842,
123757,80127230,
123758,80125955,
123759,80123960,
123760,80123965,
123761,80125182,
123762,80125202,
123763,80128984,
123764,80126581,
123765,80129837,
123766,80122849,
123767,80124940,
123768,80124945,
123769,80128069,
123770,80128216,
123771,80123335,
123772,80126008,
123773,80130007,
123774,80122827,
123775,80122984,
123776,80124942,
123777,80124949,
123778,80127873,
123779,80127886,
123780,80123337,
123781,80126011,
123782,80130006,
123783,80122936,
123784,80122985,
123785,80125028,
123786,80125030,
123787,80125031,
123788,80127814,
123789,80127879,
123790,80122575,
123791,80123037,
123792,80125205,
123793,80128086,
123794,80130903,
123795,80122387,
123796,80132661,1.0
123797,80132674,
123798,80122652,
123799,80132427,1.0
123800,80122782,
123801,80122846,
123802,80126973,
123803,80123808,
123804,80126658,
123805,80128732,
123806,80129993,
123807,80122609,
123808,80122651,
123809,80128403,0.0
123810,80128410,
123811,80132446,1.0
123812,80122938,
123813,80125046,
123814,80129776,
123815,80132549,1.0
123816,80129520,
123817,80129546,
123818,80123193,
123819,80126787,
123820,80123312,
123821,80123571,
123822,80126458,
123823,80126590,
123824,80126909,
123825,80123441,
123826,80124178,
123827,80126076,
123828,80126902,
123829,80123788,
123830,80124093,
123831,80124798,
123832,80126047,
123833,80126226,
123834,80130888,
123835,80131203,
123836,80131351,
123837,80131387,
123838,80122879,
123839,80124126,
123840,80125106,
123841,80125315,
123842,80126212,
123843,80126215,
123844,80126833,
123845,80130822,
123846,80123153,
123847,80123161,
123848,80123170,
123849,80126791,
123850,80126825,
123851,80127460,
123852,80122658,
123853,80125122,
123854,80128230,
123855,80129397,
123856,80123003,
123857,80123042,
123858,80129557,-1.0
123859,80123195,
123860,80122627,
123861,80122826,
123862,80122327,
123863,80123935,
123864,80127526,
123865,80128263,
123866,80130933,
123867,80131124,
123868,80131280,
123869,80124495,
123870,80124497,
123871,80124341,
123872,80126091,
123873,80126985,
123874,80122356,
123875,80122357,
123876,80124687,
123877,80126807,
123878,80122630,
123879,80122664,
123880,80126071,
123881,80126579,
123882,80129578,
123883,80129637,
123884,80129675,
123885,80123143,
123886,80126138,
123887,80129110,
123888,80122628,
123889,80122659,
123890,80126151,
123891,80126576,
123892,80129581,
123893,80129585,
123894,80129681,
123895,80123141,
123896,80126363,
123897,80129108,
123898,80122656,
123899,80125108,
123900,80127803,
123901,80128023,
123902,80123451,
123903,80124944,
123904,80125116,
123905,80126585,
123906,80129107,
123907,80129630,
123908,80129855,
123909,80123418,
123910,80123568,
123911,80125080,
123912,80125107,
123913,80128056,
123914,80128067,
123915,80128085,
123916,80123429,
123917,80123444,
123918,80124886,
123919,80124888,
123920,80127597,
123921,80128019,
123922,80123020,
123923,80125794,
123924,80122653,
123925,80122671,
123926,80124700,
123927,80124703,
123928,80127512,
123929,80127696,
123930,80127835,
123931,80122648,
123932,80125214,
123933,80127511,
123934,80127513,
123935,80123144,
123936,80129577,
123937,80125792,
123938,80126359,
123939,80123273,
123940,80126575,
123941,80129835,
123942,80124168,
123943,80122566,
123944,80129069,
123945,80126608,
123946,80124427,
123947,80127005,
123948,80131200,
123949,80123247,
123950,80123024,
123951,80125786,
123952,80129700,
123953,80122686,
123954,80122687,
123955,80125024,
123956,80125110,
123957,80127827,
123958,80127861,
123959,80128034,
123960,80122620,
123961,80125103,
123962,80126078,
123963,80126155,
123964,80129610,
123965,80130150,
123966,80130261,
123967,80123145,
123968,80126146,
123969,80129859,
123970,80124174,
123971,80126420,
123972,80123368,
123973,80123376,
123974,80125128,
123975,80125132,
123976,80129942,
123977,80131803,1.0
123978,80132194,1.0
123979,80133011,1.0
123980,80122716,
123981,80122721,
123982,80123620,
123983,80123623,
123984,80125457,
123985,80128731,
123986,80129115,
123987,80123443,
123988,80126062,
123989,80122738,
123990,80122720,
123991,80123217,
123992,80123220,
123993,80122579,
123994,80128153,
123995,80129527,
123996,80126376,
123997,80122600,
123998,80122606,
123999,80124992,
124000,80124996,
124001,80128432,
124002,80128546,
124003,80124089,
124004,80124234,
124005,80122913,
124006,80122947,
124007,80123810,
124008,80122654,
124009,80122665,
124010,80122831,
124011,80122832,
124012,80123437,
124013,80127100,
124014,80131673,1.0
124015,80132417,1.0
124016,80122840,
124017,80123121,
124018,80125036,
124019,80125066,
124020,80127515,
124021,80127516,
124022,80127559,
124023,80131796,1.0
124024,80122850,
124025,80124740,
124026,80124741,
124027,80125173,
124028,80125228,
124029,80129572,
124030,80131772,1.0
124031,80132624,1.0
124032,80132631,1.0
124033,80132677,1.0
124034,80123993,
124035,80123994,
124036,80124137,
124037,80124148,
124038,80124268,
124039,80131163,
124040,80129409,
124041,80129929,
124042,80129954,
124043,80132299,1.0
124044,80123448,
124045,80129580,
124046,80129619,
124047,80130389,
124048,80131453,1.0
124049,80132948,1.0
124050,80122692,
124051,80123552,
124052,80125096,
124053,80127598,
124054,80127599,
124055,80129959,
124056,80125935,
124057,80126339,
124058,80131219,
124059,80123555,
124060,80123558,
124061,80125101,
124062,80125118,
124063,80128072,
124064,80128073,
124065,80123599,
124066,80126367,
124067,80129674,
124068,80123553,
124069,80126379,
124070,80129595,
124071,80123560,
124072,80123566,
124073,80125088,
124074,80125123,
124075,80128050,
124076,80128227,
124077,80123551,
124078,80125064,
124079,80128208,
124080,80128228,
124081,80122661,
124082,80125042,
124083,80128333,
124084,80132709,1.0
124085,80123669,
124086,80124424,
124087,80125789,
124088,80126455,
124089,80128345,
124090,80129507,
124091,80130298,
124092,80131247,
124093,80122700,
124094,80122748,
124095,80125965,
124096,80123626,
124097,80123766,
124098,80123774,
124099,80124124,
124100,80124716,
124101,80127135,
124102,80123447,
124103,80126366,
124104,80129605,
124105,80123423,
124106,80123565,
124107,80124885,
124108,80124887,
124109,80128204,
124110,80128242,
124111,80127038,
124112,80132937,1.0
124113,80132984,1.0
124114,80133021,1.0
124115,80122929,
124116,80125120,
124117,80128202,
124118,80128240,
124119,80123427,
124120,80129591,
124121,80123426,
124122,80129622,
124123,80122968,
124124,80129618,
124125,80122920,
124126,80129597,
124127,80122948,
124128,80122982,
124129,80124701,
124130,80124702,
124131,80128206,
124132,80128241,
124133,80123130,
124134,80123229,
124135,80124035,
124136,80123122,
124137,80124290,
124138,80124399,
124139,80123676,
124140,80124490,
124141,80123061,
124142,80124400,
124143,80123508,
124144,80123562,
124145,80122934,
124146,80122969,
124147,80124699,
124148,80124704,
124149,80128201,
124150,80128209,
124151,80122927,
124152,80125213,
124153,80128199,-1.0
124154,80128239,
124155,80129694,
124156,80122921,
124157,80122980,
124158,80124698,
124159,80124705,
124160,80128205,
124161,80128207,
124162,80127425,
124163,80123208,
124164,80123293,
124165,80124708,
124166,80125410,
124167,80127617,
124168,80129334,
124169,80131257,
124170,80132865,1.0
124171,80122775,
124172,80123028,
124173,80127159,
124174,80127295,
124175,80127441,
124176,80129126,
124177,80130899,
124178,80130911,
124179,80127348,
124180,80132364,1.0
124181,80122770,
124182,80122773,
124183,80122777,
124184,80122837,
124185,80125456,
124186,80123381,
124187,80125208,
124188,80124061,
124189,80126959,
124190,80126972,
